index,k_shot,caption,true_smiles,pred_smiles,raw_text
0,3,This molecule has two pyridine cores linked by a diacetylene chain.,C(C#CC1=CC=NC=C1)#CC1=CC=NC=C1,PARSE_FAIL,"Output rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: This molecule has two pyridine cores linked by a diacetylene chain."
1,3,This molecule uses a diacetylene chain to link two pyridine rings.,C(C#CC1=CC=NC=C1)#CC1=CC=NC=C1,PARSE_FAIL,"Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string."
2,3,This molecule connects two pyridine rings via a diacetylene chain.,C(C#CC1=CC=NC=C1)#CC1=CC=NC=C1,===CC=CC=CC=CC=CC,"the caption of a molecule, predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.:::::::: C(CCS)C ===CC=CC=CC=CC=CC:: C(CCS)C=CC=C:=CC3=CC:: C(CCS) C"
3,3,This molecule consists of a diphenylacetylene backbone with carboxyl groups attached to each benzene ring.,C1=CC(=CC=C1C#CC2=CC=C(C=C2)C(=O)O)C(=O)O,C1=CC=C(C=C1)C#CC2=CC=CC=C2,"::::: Sulfhydryl anchor group. Output: S Now, solve the following query:::: C1=CC=C(C=C1)C#CC2=CC=CC=C2 : =:::::  C1=CC=CC=CC=C2:::::: C1=CC=CC C"
4,3,This molecule features a diphenylacetylene backbone featuring carboxyl groups bonded to both benzene rings.,C1=CC(=CC=C1C#CC2=CC=C(C=C2)C(=O)O)C(=O)O,CSC1=CC=C(C=C1)C2=CC=C(C=C2)SC,:::: : CSC1=CC=C(C=C1)C2=CC=C(C=C2)SC Output rule: Output only one SMILES string.:: :===:: ::: CSC1=CC=C(C=C1)#CC#:::::: CSC1=CC=CC C
5,3,"This molecule contains a diphenylacetylene framework, where carboxyl groups are positioned on the two benzene rings linked by an ethynyl group, and both groups function as anchor groups.",C1=CC(=CC=C1C#CC2=CC=C(C=C2)C(=O)O)C(=O)O,#CC1=CC=C(C=C1)C#CC2=CC=C(NC)C=C2)C#C,::#CC1=CC=C(C=C1)C#CC2=CC=C(NC)C=C2)C#C::::: :#CC1=CC=C(C=C1)C#CC1=CC=C(C=C1)C#CC:::::::#CC#CC:::: C C
6,3,"This molecule has an anthracene core with sulfhydryl groups  attached, acting as anchor groups.",SC1=CC=C2C=C3C=C(S)C=CC3=CC2=C1,PARSE_FAIL,"Output rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: This molecule has an anthracene core with sulfhydryl groups attached. Output: this molecule has an anthracene core."
7,3,"This molecule features an anthracene framework where sulfhydryl groups bond to symmetric sites, serving as anchor groups.",SC1=CC=C2C=C3C=C(S)C=CC3=CC2=C1,C=CC=CC=CC=CC=CC=C2,"the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string. Example 3::::::::: C=CC=CC=CC=CC=CC=C2:==C=C::::: C=CC==C:=:: C=CC=CC=CC=CC C="
8,3,"This molecule uses an anthracene skeleton with sulfhydryl groups connecting to symmetric positions, functioning as anchor groups.",SC1=CC=C2C=C3C=C(S)C=CC3=CC2=C1,CC(=O)SC1=CC=C(SC(C)=O)C2=CC=C(C=C2)C3=CC=NC=C3C4=CC=NC=C4C5=CC=NC=C5,:::::: CC(=O)SC1=CC=C(SC(C)=O)C2=CC=C(C=C2)C3=CC=NC=C3C4=CC=NC=C4C5=CC=NC=C5::: C====:=::====:=:: C
9,3,"This molecule contains a Biphenyl structure consisting of two benzene rings, each with an amino group attached as anchor group.",NC1=CC=C(C2=CC=C(N)C=C2)C=C1,C(=O)SC1=CC=C(C=O)C,"the caption of a molecule, predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.::::::::.====:=: C(=O)SC1=CC=C(C=O)C:====::: Example 4:: C(CCS)CS C("
10,3,"This molecule has a Biphenyl made up of two benzene rings, each containing an amino anchor group.",NC1=CC=C(C2=CC=C(N)C=C2)C=C1,C1=CN=CC=C1C#CC===,"the caption of a molecule, your job is to predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.:::::::: S .: C1=CN=CC=C1C#CC===: S::: S==:::: S Example 4: Instruction: C1=CN"
11,3,"This molecule is composed of a Biphenyl structure with two benzene rings, each containing an amino group.",NC1=CC=C(C2=CC=C(N)C=C2)C=C1,CC(=O)SC1=CC=C(C=C1)C2=CC=C(C=C2)SC(=O)C,::::::::: CC(=O)SC1=CC=C(C=C1)C2=CC=C(C=C2)SC(=O)C Input rule: Output only one SMILES string.: CC=O=O=O:::::::::=:: CC(=O)SC
12,3,"This molecule has a naphthalene core with methylthio groups attached to symmetric positions, acting as anchor groups.",CSC1=CC=C2C=C(SC)C=CC2=C1,=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,:::::::::=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC:===::::::=::::: C1= C
13,3,"This molecule features a naphthalene framework where methylthio groups bond to symmetric sites of the naphthalene rings, serving as anchor groups.",CSC1=CC=C2C=C(SC)C=CC2=C1,=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,::=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC::::: ===::::::::::::: N
14,3,"This molecule uses a naphthalene skeleton with methylthio groups connecting to symmetric positions, functioning as anchor groups.",CSC1=CC=C2C=C(SC)C=CC2=C1,PARSE_FAIL,"Output rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string."
15,3,"This molecule has a pyridine core with two sulfhydryl groups attached to the 2nd and 6th carbons, acting as anchor groups.",SC1=CC=CC(S)=N1,PARSE_FAIL,"Example 4: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string."
16,3,"This molecule features a pyridine framework where sulfhydryl moieties bond to symmetric sites of the pyridine ring, serving as anchor groups.",SC1=CC=CC(S)=N1,C==CCCC=CC,"the caption of a molecule, your job is to predict the SMILES representation of the molecule. Input rule: Output only one SMILES string. Example 3::::::::: S: S: C==CCCC=CC:::: S Now, solve the following query:CCCC:::: S Now, solve the following query: S"
17,3,"This molecule uses a pyridine skeleton with sulfhydryl groups connecting to symmetric positions, functioning as anchor groups.",SC1=CC=CC(S)=N1,=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3,":::::::::=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3 Example 1: Instruction: Given the caption of a molecule, predict the SMILES representation. Input:=====C:::= C1=CC==:=:: C1=CC C"
18,3,"This molecule has a pyridine core with S-Methyl thioacetate groups attached to the 3rd and 5th carbons, acting as anchor groups.",CSC(=O)C1=CN=CC(C(=O)SC)=C1,PARSE_FAIL,"Output rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string. Example 4: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string."
19,3,"This molecule features a pyridine framework where two S-Methyl thioacetate groups bond to symmetric sites of the pyridine ring, serving as anchor groups.",CSC(=O)C1=CN=CC(C(=O)SC)=C1,CC(=O)SC1=CC=C(C=C1)C2=CC=C(C=C2)SC(=O)C,"::::::::: CC(=O)SC1=CC=C(C=C1)C2=CC=C(C=C2)SC(=O)C Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation.::==::::: C=::::: SC"
20,3,"This molecule uses a pyridine skeleton with S-Methyl thioacetate groups connecting to symmetric positions, functioning as anchor groups.",CSC(=O)C1=CN=CC(C(=O)SC)=C1,PARSE_FAIL,"Input rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: This molecule uses a pyridine skeleton with S-Methylthioacetate groups connecting to symmetric positions. Output rule: Output only one SMILES string."
21,3,"This molecule has a pyrene core with methylamino groups attached to symmetric positions, acting as anchor groups.",CNC1=CC2=C3C(=C1)C=CC1=CC(NC)=CC(=C13)CC2,C1=CC2=C(C=CC(=C2)C#N)C=C1C#N,"::::::::: C1=CC2=C(C=CC(=C2)C#N)C=C1C#N Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation.:==CC=C=::::::==:=:: C1=CC2 C"
22,3,This molecule features a pyrene framework where Methylamino anchor groups bond to symmetric sites of the pyrene rings.,CNC1=CC2=C3C(=C1)C=CC1=CC(NC)=CC(=C13)CC2,CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,"the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string.: =C   :  ==C=C=C=C=C    CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC:=CC:=CC:: C= C"
23,3,"This molecule uses a pyrene skeleton with methylamino groups connecting to symmetric positions, functioning as potential anchor groups.",CNC1=CC2=C3C(=C1)C=CC1=CC(NC)=CC(=C13)CC2,C=CC=CC=CC=CC=CC=C2,"the caption of a molecule, your job is to predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.:::::::: N: N: =:::::: C=CC=CC=CC=CC=CC=C2 Example 4:=CC=CC:::: N. C="
24,3,"This molecule consists of a benzene ring as the backbone, with cyano groups attached to two opposite carbon atoms of the ring.",C1=CC(=CC=C1C#N)C#N,C1=CNNC=C2===,"given the caption of a molecule, predict the SMILES representation of the molecule. Input rule: Output only one SMILES string. Example 3::::::::: C1=CNNC=C2===:::::: C1=CC2=NC=C2:=:::: C1=CC2=NC C"
25,3,"This molecule has a benzene ring as the core structure, featuring cyano groups bonded to two distinct ring carbons as anchor groups to access electrodes.",C1=CC(=CC=C1C#N)C#N,C1=CC(=CC=C1C#CC2=CC=C(C=C2)N)N,"C1=CC(=CC=C1C#CC2=CC=C(C=C2)N)N Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string. Example 4: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string."
26,3,"This molecule contains a benzene ring framework, with cyano groups positioned on two separate carbon atoms of the ring.",C1=CC(=CC=C1C#N)C#N,=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,"the caption of a molecule, predict the SMILES representation of the molecule. Input rule: Output only one SMILES string.:::::::::====::::=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC::=:=:: C= C"
27,3,This molecule consists of a naphthalene backbone with iodine atoms attached to each benzene ring as anchor groups.,IC1=CC2=C(C=C1)C=C(I)C=C2,C#I=O===O)=,"the caption of a molecule, predict the SMILES representation of the molecule. Input rule: Output only one SMILES string. Example 3::::::::: C#I=O===O)=: C:: C#N:: C#N: C#N==C:=C:: C#N C#N C"
28,3,"This molecule has a naphthalene core structure, featuring iodine atoms bonded to both benzene rings as anchor groups.",IC1=CC2=C(C=C1)C=C(I)C=C2,PARSE_FAIL,"Solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string. Example 4: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string."
29,3,"This molecule contains a naphthalene framework, where iodine atoms are positioned on the two benzene rings.",IC1=CC2=C(C=C1)C=C(I)C=C2,=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,"the caption of a molecule, predict the SMILES representation.::::::::=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC::=CC:::::::::::::"
30,3,"This molecule uses a benzene skeleton with thiophene groups connecting to the para carbons, functioning as anchor groups.",C1=CC(=CC=C1C2=CSC=C2)C3=CSC=C3,PARSE_FAIL,"Output rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input: This molecule uses a benzene skeleton with thiophene groups connecting to the para carbons. Output: this molecule uses a benzene skeleton with thiophene groups connecting to the para carbons."
31,3,"This molecule has a benzene core with two thiophene groups attached to symmetric para positions, acting as anchor groups.",C1=CC(=CC=C1C2=CSC=C2)C3=CSC=C3,PARSE_FAIL,"Input rule: Output only one SMILES string. Now, solve the following query: Instruction: Given the caption of a molecule, predict the SMILES representation. Input rule: Output only one SMILES string."
32,3,"This molecule features a benzene framework where thiophene rings bond to opposite positions of the benzene core, serving as anchor groups.",C1=CC(=CC=C1C2=CSC=C2)C3=CSC=C3,C1=CC2=C(C=CC(=C2)C#N)C=C1C#N,":::::: C1=CC2=C(C=CC(=C2)C#N)C=C1C#N Now, solve the following query:::: C(CCCCS)CCCS : =:::::: C(CCCCS)CCCS===CC:::: C(CCCCS)CCCS C"
