index,k_shot,caption,true_smiles,pred_smiles,raw_text
0,10,This molecule has two pyridine cores linked by a diacetylene chain.,C(C#CC1=CC=NC=C1)#CC1=CC=NC=C1,C1=CC=C(C=C1)C2=CC=C(C=C2)C,"Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is biphenyl.
Output:
C1=CC=C(C=C1)C2=CC=C(C=C2)C

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a chain of four benzene rings connected together, where methyl groups serve as anchoring groups bonded to the outermost benzene rings.
Output:
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)CH3

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a chain of five benzene rings connected together, where methyl groups serve as anchoring groups bonded to the outermost benzene rings.
Output:
C1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CC=C(C=C5)CH3

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation."
1,10,This molecule uses a diacetylene chain to link two pyridine rings.,C(C#CC1=CC=NC=C1)#CC1=CC=NC=C1,C#CC1=CC=C(C=C1)C#C,")SC2=CC=C(C=C2)

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a benzene ring as the backbone, with ethynyl groups as anchor groups attached to the 1st and 4th carbons of the benzene ring.
Output:
C#CC1=CC=C(C=C1)C#C

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a benzene ring as the backbone, with two methylthio groups attached to opposite positions of the ring, and these groups act as anchor groups.
Output:
CSC1=CC=C(C=C1)SC2=CC=C(C=C2)

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a benzene ring as the backbone, with ethynyl groups as anchor groups attached to the 1st and 4th carbons of the benzene ring.
Output:
C#CC1=CC=C(C=C1)C#C

Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is"
2,10,This molecule connects two pyridine rings via a diacetylene chain.,C(C#CC1=CC=NC=C1)#CC1=CC=NC=C1,C1=CC(=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CC=C(C=C5)C6=CC=C(C=C6)C7=CC=C(C=C7)C8=CC=C(C=C8)C9=CC=C(C=C9)C10=CC=C(C=C10)C11=CC=C(C=C11)C12=CC=C(C=C12)C13=CC=C(C=C13)C14=CC=C(C=C14)C15=CC=C(C=C15)C16=CC=C(C=C16)C17=CC=C(C=C17)C18=CC=C(C=C18)C19=CC=C(C=C19)C20=CC=C(C=C20)C21=CC=C(C=C21)C22=CC=C(C=C22)C23=,"the caption of a molecule, predict the SMILES representation.
Input:
This molecule is composed of two pyridine rings linked by four benzene rings in a chain, and the nitrogen atoms of the pyridine rings serve as potential anchoring groups.
Output:
C1=CC(=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)C5=CC=C(C=C5)C6=CC=C(C=C6)C7=CC=C(C=C7)C8=CC=C(C=C8)C9=CC=C(C=C9)C10=CC=C(C=C10)C11=CC=C(C=C11)C12=CC=C(C=C12)C13=CC=C(C=C13)C14=CC=C(C=C14)C15=CC=C(C=C15)C16=CC=C(C=C16)C17=CC=C(C=C17)C18=CC=C(C=C18)C19=CC=C(C=C19)C20=CC=C(C=C20)C21=CC=C(C=C21)C22=CC=C(C=C22)C23="
3,10,This molecule consists of a diphenylacetylene backbone with carboxyl groups attached to each benzene ring.,C1=CC(=CC=C1C#CC2=CC=C(C=C2)C(=O)O)C(=O)O,C1=CN=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3,"Input:
This molecule features a thiophene framework linked by carbon-carbon double bond to pyridine rings, and these pyridine rings serve as anchor groups.
Output:
C1=CN=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a biphenyl framework with two benzene rings joined, and has S-Methyl thioacetate moieties on each ring serving as anchor groups.
Output:
CC(=O)SC1=CC=C(C=C1)C2=CC=C(C=C2)SC(=O)C

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has diphenylacetylene core structure and contains S-Methyl thioacetate groups serveing as anchor groups.
Output:
CC(=O)SC1=CC=C(C=C1)C#CC2=CC=C(C=C2)SC(=O)C

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule features a phen"
4,10,This molecule features a diphenylacetylene backbone featuring carboxyl groups bonded to both benzene rings.,C1=CC(=CC=C1C#CC2=CC=C(C=C2)C(=O)O)C(=O)O,NC1=CC=CC(N)=N1,"(C)=O)C=C3C=C2C=C1

Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a pyrimidine ring framework, with two amino functional groups positioned at the 2nd and 6th position of the pyrimidine ring, and these amino groups serve as anchor groups.
Output:
NC1=CC=CC(N)=N1

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains a linear carbon chain made up of five carbon atoms with methylthio groups at both terminal ends acting as anchoring moieties.
Output:
CSCCCCSC

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a naphthalene core with amino groups attached to symmetric positions, acting as potential anchor groups.
Output:
NC1=CC=C2C=C(N)C=CC2=C1

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is anthracene, a polycyclic aromatic hydrocarbon consisting of three fused benzene rings in a rectilinear"
5,10,"This molecule contains a diphenylacetylene framework, where carboxyl groups are positioned on the two benzene rings linked by an ethynyl group, and both groups function as anchor groups.",C1=CC(=CC=C1C#CC2=CC=C(C=C2)C(=O)O)C(=O)O,C1=CN=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3,"This molecule is composed of a thiophene framework linked by carbon-carbon triple bond to pyridine rings, and these pyridine rings serve as anchor groups.
Output:
C1=CN=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3

Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is composed of two pyridine rings linked by three benzene rings in a chain, and the nitrogen atoms of the pyridine rings serve as potential anchoring groups.
Output:
C1=CC(=CC=C1C2=CC=C(C=C2)C3=CC=NC=C3)C4=CC=C(C=C4)C5=CC=NC=C5

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule uses a benzene skeleton with carboxyl groups connecting, and carboxyl groups function as anchor groups.
Output:
C1=CC(=CC=C1C(=O)O)C(=O)O

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input"
6,10,"This molecule has an anthracene core with sulfhydryl groups  attached, acting as anchor groups.",SC1=CC=C2C=C3C=C(S)C=CC3=CC2=C1,C1=CN=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3,"O)O)C=C2)C=C3

Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a pyrrole framework linked by a carbon-carbon triple bond to pyridine rings, and these pyridine rings serve as anchor groups.
Output:
C1=CN=CC=C1C#CC2=CC=C(S2)C#CC3=CC=NC=C3

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule features a thiophene framework linked by a carbon-carbon double bond to pyridine rings, and these pyridine rings serve as anchor groups.
Output:
C1=CC=CC=C1C#CC2=CC=C(S2)C#CC3=CC=C(S3)C=C2

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a pyrrole framework linked by a carbon-carbon double bond to pyridine rings, and these pyridine rings serve as anchor groups.
Output:
C1=CN=CC=C1C#CC2="
7,10,"This molecule features an anthracene framework where sulfhydryl groups bond to symmetric sites, serving as anchor groups.",SC1=CC=C2C=C3C=C(S)C=CC3=CC2=C1,C#CC1=CC=CC=C1C#CC2=CC=NC=C2,"=CC=CC=C1BrC2=CC=CC=C2

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a diphenylacetylene core structure, featuring cyano groups bonded to both benzene rings of the backbone, with these moieties serving as anchor groups.
Output:
C#CC1=CC=CC=C1C#CC2=CC=NC=C2

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a diphenylacetylene core structure, featuring nitro groups bonded to both benzene rings of the backbone, with these moieties serving as anchor groups.
Output:
NO2C1=CC=CC=C1NO2C2=CC=CC=C2

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a diphenylacetylene core structure, featuring azido groups bonded to both benzene rings of the backbone, with these moieties serving as anchor groups.
Output:
N3C1=CC=CC=C1N3C2=CC=CC=C2"
8,10,"This molecule uses an anthracene skeleton with sulfhydryl groups connecting to symmetric positions, functioning as anchor groups.",SC1=CC=C2C=C3C=C(S)C=CC3=CC2=C1,C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2C=C5,"Example 7:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a polycyclic aromatic hydrocarbon composed of five fused benzene rings in a planar.
Output:
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2C=C5

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a phenazine core with two methylthio groups as anchor groups.
Output:
CSC1=CC2=C(C=C1)N=C3C=C(C=CC3=N2)SC

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule consists of a polycyclic aromatic hydrocarbon composed of six fused benzene rings in a planar.
Output:
C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2C=C5C=C6

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a phenazine core with a methylthio"
9,10,"This molecule contains a Biphenyl structure consisting of two benzene rings, each with an amino group attached as anchor group.",NC1=CC=C(C2=CC=C(N)C=C2)C=C1,C1=CC=C(N)C=C(C2=CC=C(N)C=C2)C=C1,"both groups function as anchor groups.
Output:
C1=CC=C(N)C=C(C2=CC=C(N)C=C2)C=C1

Example 8:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a biphenyl core structure, featuring bromine atoms bonded to both benzene rings of the biphenyl as anchor groups.
Output:
BrC1=CC=C(C2=CC=C(Br)C=C2)C=C1

Example 9:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule contains an anthracene framework, where amino groups are positioned on the two terminal benzene rings, both groups function as anchor groups.
Output:
C1=CC(=CC2=CC3=C(C=C21)C=C(C=C3)N)N

Example 10:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule is naphthalene.
Output:
C1=CC=C2C=CC=CC2=C1

Example 11:
Instruction: Given the caption of a molecule, predict the SMILES representation.
Input:
This molecule has a backbone"
